Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
14338898240,"May 1, 2025, 1:29:29 AM",last dance,Run,,3362,8.03,210,52,FALSE,,HOKA Mach 5 ❄️,activities/15300256223.fit.gz,,,3362,2438,8032,8.095,3.295,31.8,29.8,15.6,33.8,13.4,0,,,,,210,163,,226,466,,,52,,,,,,,,,199,3303,0,,0,,1,8465.7,,,,,,,,,,,,,,,,16340605,,,,,,,,,,0,2.389,0,,,,7298,,,167,135,3.472,,,,,,,,
14390826960,"May 6, 2025, 1:51:01 AM",Evening Run,Run,Nanaimo hill is insane,1617,4.99,187,35,FALSE,,HOKA Mach 5 ❄️,activities/15354842960.fit.gz,,,1617,1554,4998.7,6.67,3.217,72.4,69.4,54.8,96.6,19.8,0.1,,,,,187,165,,225,320,,,35,,,,,,,,,226,1619,0,,0,,1,5200.5,,,,,,,,,,,,,,,,16340605,,,,,,,,,,0,3.091,0,,,,4348,,,106,154,3.347,,,,,,,,
14411202267,"May 8, 2025, 12:44:29 AM",Afternoon Run,Run,,1899,5.01,188,39,FALSE,,HOKA Mach 5 ❄️,activities/15376175326.fit.gz,,,1899,1494,5017.8,5.3,3.359,83.6,82,66,91.8,15.5,0,,,,,188,168,,235,331,,,39,,,,,,,,,240,1495,,,0,,1,5563.2,,,,,,,,,,,,,,,,16340605,,,,,,,,,,0,2.642,0,,,,4586,,,110,163,3.724,,,,,,,,
14422753531,"May 9, 2025, 2:30:40 AM",spikeball,Workout,,5325,0,144,13,FALSE,,,activities/15388349032.fit.gz,,,5325,5325,0,0,0,0,0,0,0,0,0,,,,,144,107,,,585,,,13,,,,,,,,,,,0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
14452798979,"May 12, 2025, 1:24:07 AM",Evening Run,Run,,2082,5.19,183,35,FALSE,,HOKA Mach 5 ❄️,activities/15420175736.fit.gz,,,2082,1561,5191.4,4.76,3.326,52.4,56,86.8,109.8,17.4,-0.1,,,,,183,166,,227,320,,,35,,,,,,,,,220,1679,,,0,,1,5399.7,,,,,,,,,,,,,,,,16340605,,,,,,,,,,0,2.493,0,,,,4576,,,104,150,3.459,,,,,,,,
14473765179,"May 14, 2025, 2:05:46 AM",Evening Run,Run,,3172,8.01,177,49,FALSE,,HOKA Mach 5 ❄️,activities/15442300078.fit.gz,,,3172,2677,8014.1,5.18,2.994,92.6,105.6,78,109.8,11,-0.2,,,,,177,160,,206,511,,,49,,,,,,,,,206,2775,,,0,,1,8433.5,,,,,,,,,,,,,,,,16340605,,,,,,,,,,0,2.527,32.9,,,,7740,,,151,140,3.15,,,,,,,,
14484452767,"May 15, 2025, 1:23:53 AM",Evening Run,Run,,1554,5.01,184,31,FALSE,,HOKA Mach 5 ❄️,activities/15453611280.fit.gz,,,1554,1468,5013,4.893,3.415,59.2,58.2,78.2,109.8,15.5,0,,,,,184,165,,232,313,,,31,,,,,,,,,235,1469,,,0,,1,5180.1,,,,,,,,,,,,,,,,16340605,,,,,,,,,,0,3.226,0,,,,4320,,,104,160,3.529,,,,,,,,
14503977416,"May 17, 2025, 3:29:59 AM",Evening Run,Run,,1681,5.27,174,25,FALSE,,HOKA Mach 5 ❄️,activities/15474625050.fit.gz,,,1681,1527,5276.7,4.42,3.456,0,0,0,0,0,0,,,,,174,150,,,315,,,25,,,,,,,,,,,,,0,,1,5338.5,,,,,,,,,,,,,,,,16340605,,,,,,,,,,0,3.139,0,,,,4632,,,,,,,,,,,,,
14545770881,"May 20, 2025, 11:33:42 PM",Afternoon Run,Run,,2746,8.01,181,58,FALSE,,HOKA Mach 5 ❄️,activities/15520838833.fit.gz,,,2746,2445,8012.5,4.38,3.277,102,106,77.4,113,13.4,-0.1,,,,,181,167,,222,511,,,58,,,,,,,,,219,2550,,,0,,1,8320.1,,,,,,,,,,,,,,,,16340605,,,,,,,,,,0,2.918,29.4,,,,7170,,,157,149,3.403,,,,,,,,
14575328354,"May 24, 2025, 12:41:47 AM",Afternoon Run,Run,"low + slow
longest run in a while",4474,13.17,173,74,FALSE,,HOKA Mach 5 ❄️,activities/15552637327.fit.gz,,,4474,4239,13175,6.18,3.108,120.2,128.4,74.6,110.2,11.4,-0.1,,,,,173,159,,213,807,,,74,,,,,,,,,209,4472,0,,0,,1,13413.5,,,,,,,,,,,,,,,,16340605,,,,,,,,,,0,2.945,0,,,,11904,,,250,142,3.164,,,,,,,,
14606010202,"May 27, 2025, 12:31:22 AM",Afternoon Run,Run,,3016,9.45,179,66,FALSE,,HOKA Mach 5 ❄️,activities/15585721446.fit.gz,,,3016,2814,9458.3,5.42,3.361,84.2,95.6,81.4,110,11.2,-0.1,,,,,179,166,,231,585,,,66,,,,,,,,,223,3012,0,,0,,1,9612.9,,,,,,,,,,,,,,,,16340605,,,,,,,,,,0,3.136,0,,,,8146,,,192,152,3.416,,,,,,,,media/4E8EAA6C-1A63-4E9C-88B2-D3B2FE5A1040.jpg
14607095915,"May 27, 2025, 3:34:27 AM",spikeball + ultimate,Workout,Forgot to record most,1779,0,129,3,FALSE,,,activities/15586931751.fit.gz,,,1779,1779,0,0,0,0,0,0,0,0,0,,,,,129,99,,,151,,,3,,,,,,,,,,,0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
14616861378,"May 28, 2025, 3:15:57 AM",Evening Walk,Walk,,590,0.82,112,1,FALSE,,,activities/15597367674.fit.gz,,,590,529,826.6,2.44,1.562,15,10.2,78.2,93.4,13.5,0.6,,,,,112,103,,,54,,,1,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.401,0,,,,,,,,,,,,,,,,,
14626480757,"May 29, 2025, 12:16:12 AM",Afternoon Run,Run,28C,2332,6.43,184,46,FALSE,,HOKA Mach 5 ❄️,activities/15607679887.fit.gz,,,2332,1976,6434.8,4.88,3.256,65.4,75.8,81.4,110.2,14.7,-0.2,,,,,184,166,,226,418,,,46,,,,,,,,,217,2123,0,,0,,1,6764.5,,,,,,,,,,,,,,,,16340605,,,,,,,,,,0,2.759,0,,,,5918,,,128,148,3.423,,,,,,,,
14627276884,"May 29, 2025, 4:10:33 AM",Night Walk,Walk,,1345,1.24,120,2,FALSE,,,activities/15608563823.fit.gz,,,1345,1095,1243.6,2.04,1.136,10.2,8,1.6,5.2,34.8,0.1,,,,,120,103,,,67,,,2,,,,,,,,,,,0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.925,0,,,,960,,,,,,,,,,,,,media/D2B69390-7ED6-436E-9E5A-2167B86FBE60.jpg
14627276906,"May 29, 2025, 4:33:10 AM",Night Badminton,Workout,,2628,0,124,5,FALSE,,,activities/15608563840.fit.gz,,,2628,2628,0,0,0,0,0,0,0,0,0,,,,,124,101,,,151,,,5,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
14646791569,"May 31, 2025, 1:17:26 AM",Evening Run,Run,Pre Pickle Warmup,2467,6.42,184,46,FALSE,,HOKA Mach 6 Mach 6 🚀,activities/15629542049.fit.gz,,,2467,1890,6423.9,4.76,3.399,62.8,73.2,81.2,110.4,20.5,-0.1,,,,,184,169,,240,409,,,46,,,,,,,,,232,1998,0,,0,,1,7018.8,,,,,,,,,,,,,,,,23885952,,,,,,,,,,0,2.604,0,,,,6016,,,138,158,3.714,,,,,,,,
14647514564,"May 31, 2025, 2:45:57 AM",Evening Pickleball,Workout,crossed Alyssa over like curry and broke her ankles no cap,3911,0,160,14,FALSE,,,activities/15630349729.fit.gz,,,3911,3911,0,0,0,0,0,0,0,0,0,,,,,160,130,,,563,,,14,,,,,,,,,,,0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,media/62045a5c-5600-4bee-a4d6-80895bc8901c.jpg|media/0AFBA593-18FA-44E4-AADC-CF239A59D389.jpg|media/AD7C0053-1FD6-43D8-8F9A-9B59220DF2EE.jpg|media/02AA369E-583C-40C4-A52B-7CE80E00B8BE.jpg
14668516289,"Jun 2, 2025, 1:13:18 AM",Evening Run,Run,,5252,15.01,180,86,FALSE,,HOKA Mach 6 Mach 6 🚀,activities/15652923687.fit.gz,,,5252,4837,15011.4,4.68,3.103,136.4,147.6,67.4,110.8,12,-0.1,,,,,180,160,,218,964,,,86,,,,,,,,,214,5107,0,,0,,1,15425.2,,,,,,,,,,,,,,,,23885952,,,,,,,,,,0,2.858,10.6,,,,13856,,,301,146,3.189,,,,,,,,
14678613097,"Jun 3, 2025, 12:53:31 AM",Afternoon Tennis,Workout,i hate pickleballers,4472,0,154,15,FALSE,,,activities/15663789847.fit.gz,,,4472,4472,0,0,0,0,0,0,0,0,0,,,,,154,126,,,618,,,15,,,,,,,,,,,0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
14689300315,"Jun 4, 2025, 12:27:45 AM",Afternoon Run,Run,pre 🥒 warmup,1749,5.02,183,29,FALSE,,HOKA Mach 6 Mach 6 🚀,activities/15675215529.fit.gz,,,1749,1520,5028,7.14,3.308,49.8,60.2,86.4,109,17.3,-0.2,,,,,183,162,,231,319,,,29,,,,,,,,,222,1656,0,,0,,1,5229.9,,,,,,,,,,,,,,,,23885952,,,,,,,,,,0,2.875,0,,,,4604,,,104,151,3.441,,,,,,,,
14689962801,"Jun 4, 2025, 1:28:10 AM",Evening Pickleball,Workout,this sport is so corny fr pmo bring me back to tennis,7617,0,158,21,FALSE,,,activities/15675939402.fit.gz,,,7617,7617,0,0,0,0,0,0,0,0,0,,,,,158,115,,,778,,,21,,,,,,,,,,,0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,media/A9763A80-0A9F-43C2-9F5E-DAD0932ACA20.jpg
14700988290,"Jun 5, 2025, 4:17:29 AM",Night Run,Run,global run day WALK,441,0.48,110,0,FALSE,,HOKA Mach 5 ❄️,activities/15687786826.fit.gz,,,441,370,484.8,2.929,1.31,11.8,3.6,85.2,93.4,12.3,1.1,,,,,110,100,,88,27,,,0,,,,,,,,,83,443,0,,0,,1,574.3,,,,,,,,,,,,,,,,16340605,,,,,,,,,,0,1.099,0,,,,610,,,3,56,1.552,,,,,,,,
14709831676,"Jun 5, 2025, 10:33:13 PM",Afternoon Run,Run,,1756,5.23,179,27,FALSE,,HOKA Mach 6 Mach 6 🚀,activities/15697272297.fit.gz,,,1756,1588,5238.1,4.76,3.299,56.8,58.2,86.6,110.4,17.8,0,,,,,179,160,,233,341,,,27,,,,,,,,,225,1714,,,0,,1,5343.8,,,,,,,,,,,,,,,,23885952,,,,,,,,,,0,2.983,0,,,,4662,,,111,153,3.365,,,,,,,,
14719677640,"Jun 7, 2025, 1:03:47 AM",Spikeball + Ultimate,Workout,,7736,0,127,13,FALSE,,,activities/15707977941.fit.gz,,,7736,7736,0,0,0,0,0,0,0,0,0,,,,,127,90,,,511,,,13,,,,,,,,,,,0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
14740081496,"Jun 9, 2025, 1:41:00 AM",Evening Run,Run,30C felt like 35C,3755,10.13,180,79,FALSE,,HOKA Mach 6 Mach 6 🚀,activities/15730047898.fit.gz,,,3755,3282,10129.3,4.4,3.086,90.4,101.4,81.2,109.8,15.6,-0.1,,,,,180,167,,218,729,,,79,,,,,,,,,211,3514,0,,0,,1,10475.5,,,,,,,,,,,,,,,,23885952,,,,,,,,,,0,2.698,0,,,,9638,,,201,144,3.192,,,,,,,,
14751021811,"Jun 10, 2025, 1:57:20 AM",Evening Tennis,Workout,,7761,0,157,25,FALSE,,,activities/15741831072.fit.gz,,,7761,7761,0,0,0,0,0,0,0,0,0,,,,,157,123,,,1023,,,25,,,,,,,,,,,0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,media/604E5310-2DFD-4051-8C9A-8FB9809CAD74.jpg
14762302060,"Jun 11, 2025, 4:31:59 AM",Night Tennis,Workout,,1339,0,124,2,FALSE,,,activities/15754019696.fit.gz,,,1339,1339,0,0,0,0,0,0,0,0,0,,,,,124,93,,0,95,,,2,,,,,,,,,,,0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,media/3A0C9C01-0710-4FED-9408-3FE0A4250488.jpg
14772281284,"Jun 11, 2025, 11:46:00 PM",Afternoon Tennis,Workout,,7573,0,166,24,FALSE,,,activities/15764751960.fit.gz,,,7573,7573,0,0,0,0,0,0,0,0,0,,,,,166,119,,0,889,,,24,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
14782029642,"Jun 12, 2025, 10:58:11 PM",Afternoon Run,Run,,2152,6.53,173,28,FALSE,,HOKA Mach 6 Mach 6 🚀,activities/15775259239.fit.gz,,,2152,1982,6536.3,4.5,3.298,65,75.2,81.8,111.2,10.2,-0.2,,,,,173,155,,231,412,,,28,,,,,,,,,229,2038,,,0,,1,6766.8,,,,,,,,,,,,,,,,23885952,,,,,,,,,,0,3.037,0,,,,5958,,,137,156,3.414,,,,,,,,
14789073498,"Jun 13, 2025, 4:59:26 PM",Morning Pilates - workout #1,Workout,free jaybird class w/alyssa,3836,0,119,6,FALSE,,,activities/15782930068.fit.gz,,,3836,3836,0,0,0,0,0,0,0,0,0,,,,,119,87,,,294,,,6,,,,,,,,,,,0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
14791535242,"Jun 13, 2025, 11:44:56 PM",Afternoon Run - workout #2,Run,,3453,10.01,171,56,FALSE,,HOKA Mach 6 Mach 6 🚀,activities/15785599850.fit.gz,,,3453,3172,10016.8,8.429,3.158,91.2,100.2,81.6,109,11.2,-0.1,,,,,171,159,,222,654,,,56,,,,,,,,,217,3329,0,,0,,1,10372.5,,,,,,,,,,,,,,,,23885952,,,,,,,,,,0,2.901,0,,,,9486,,,202,148,3.27,,,,,,,,
14791996587,"Jun 14, 2025, 1:02:28 AM",Evening Tennis - workout #3,Workout,2000 cals burned but also ate an entire fried chicken today,5409,0,166,17,FALSE,,,activities/15786105274.fit.gz,,,5409,5409,0,0,0,0,0,0,0,0,0,,,,,166,119,,,657,,,17,,,,,,,,,,,0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,media/74A8E7AF-CC63-4712-8A5B-EDA9939318C8.jpg
14813565257,"Jun 16, 2025, 4:24:34 AM",Night Tennis,Workout,,3315,0,129,7,FALSE,,,activities/15809548918.fit.gz,,,3315,3315,0,0,0,0,0,0,0,0,0,,,,,129,103,,,265,,,7,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
14813565334,"Jun 14, 2025, 11:12:49 PM",Afternoon Tennis,Workout,,3655,0,142,9,FALSE,,,activities/15809549020.fit.gz,,,3655,3655,0,0,0,0,0,0,0,0,0,,,,,142,110,,,323,,,9,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
14823003641,"Jun 16, 2025, 11:57:23 PM",Afternoon Run,Run,,5566,16.02,173,87,FALSE,,HOKA Mach 6 Mach 6 🚀,activities/15819694907.fit.gz,,,5566,5109,16021.7,4.72,3.136,136.2,146.8,67,109.6,13.3,-0.1,,,,,173,159,,219,1082,,,87,,,,,,,,,213,5456,,,0,,1,16401.3,,,,,,,,,,,,,,,,23885952,,,,,,,,,,0,2.878,0,,,,14878,,,318,145,3.21,,,,,,,,
14834960070,"Jun 18, 2025, 4:04:46 AM",Night Tennis,Workout,,2074,0,133,4,FALSE,,,activities/15832580220.fit.gz,,,2074,2074,0,0,0,0,0,0,0,0,0,,,,,133,99,,,158,,,4,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
14865724171,"Jun 21, 2025, 1:47:40 AM",Justin Half Marathon,Run,"in lieu of Sunday Vancouver half marathon (7:30am start I can’t be bothered)

Strava splits & HR slightly off 

15C, 20mins of light sprinkle in the middle 

very steady HR & pace 👍",7419,21.26,175,115,FALSE,,HOKA Mach 6 Mach 6 🚀,activities/15865959999.fit.gz,,,7419,6775,21262.8,8.993,3.138,210.2,221.4,67.6,111,13.2,-0.1,,,,,175,159,,220,1353,,,115,,,,,,,,,214,7253,0,,0,,1,21808.3,,,,,,,,,,,,,,,,23885952,,,,,,,,,,0,2.866,0,,,,19580,,,428,146,3.219,,,,,,,,media/598B130F-85CC-4F86-A199-068B7CA1D08E.jpg|media/B86B863B-79B3-4A62-B4CF-B6F0FE1BB94D.jpg|media/97BCED50-F1C2-4576-8148-CB347AD266C6.jpg
14897199566,"Jun 24, 2025, 3:21:18 AM",Evening Tennis,Workout,,4190,0,141,9,FALSE,,,activities/15900184946.fit.gz,,,4190,4190,0,0,0,0,0,0,0,0,0,,,,,141,103,,,324,,,9,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
14906843378,"Jun 24, 2025, 11:32:06 PM",Afternoon Tennis,Workout,,5225,0,163,14,FALSE,,,activities/15910560999.fit.gz,,,5225,5225,0,0,0,0,0,0,0,0,0,,,,,163,111,,,584,,,14,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
14918289765,"Jun 26, 2025, 2:19:14 AM",Evening Tennis,Workout,,5600,0,155,16,FALSE,,,activities/15922949196.fit.gz,,,5600,5600,0,0,0,0,0,0,0,0,0,,,,,155,117,,,609,,,16,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
14948674175,"Jun 29, 2025, 5:00:54 AM",Night Tennis,Workout,,2137,0,139,5,FALSE,,,activities/15956344878.fit.gz,,,2137,2137,0,0,0,0,0,0,0,0,0,,,,,139,112,,,212,,,5,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
14958876175,"Jun 30, 2025, 1:20:54 AM",Paddleboard,Stand Up Paddling,Fell in kms,6280,4.72,146,12,FALSE,,,activities/15967527995.fit.gz,,,6280,5790,4728,5.58,0.817,100.8,99.6,-1.6,25.2,47.3,-0.1,,,,,146,99,,,575,,,12,,,,,,,,,,,0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.753,0,,,,,,,,,,,,,,,,,media/0B902FE4-3B3C-4C46-AE21-6488A0B1FCD3.jpg|media/83802D58-BA8C-4DCD-B12E-A1D4504305CE.mp4|media/0CF1A911-CFB6-4C40-901A-CCEF16754FF0.mp4
14990079031,"Jul 2, 2025, 2:09:01 AM",Evening Run,Run,,3029,8.46,185,68,FALSE,,HOKA Mach 6 Mach 6 🚀,activities/16001770755.fit.gz,,,3029,2733,8459.4,4.32,3.095,69.2,80,81.8,110.4,15,-0.1,,,,,185,168,,215,593,,,68,,,,,,,,,210,2886,,,0,,1,8719.8,,,,,,,,,,,,,,,,23885952,,,,,,,,,,0,2.793,0,,,,7944,,,163,143,3.191,,,,,,,,
15001939742,"Jul 4, 2025, 2:18:45 AM",Evening Tennis,Workout,,3105,0,143,8,FALSE,,,activities/16014911191.fit.gz,,,3105,3105,0,0,0,0,0,0,0,0,0,,,,,143,114,,,307,,,8,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
15030324051,"Jul 6, 2025, 8:00:09 PM",Afternoon Tennis,Workout,,4905,0,207,26,FALSE,,,activities/16046274291.fit.gz,,,4905,4905,0,0,0,0,0,0,0,0,0,,,,,207,137,,,747,,,26,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
15031412414,"Jul 7, 2025, 12:49:51 AM",Afternoon Pickleball,Workout,waiting for Phnom Penh,2763,0,133,4,FALSE,,,activities/16047532307.fit.gz,,,2763,2763,0,0,0,0,0,0,0,0,0,,,,,133,91,,,204,,,4,,,,,,,,,,,0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
15041525693,"Jul 8, 2025, 12:28:09 AM",Afternoon Tennis,Workout,,5823,0,160,22,FALSE,,,activities/16058650509.fit.gz,,,5823,5823,0,0,0,0,0,0,0,0,0,,,,,160,131,,,851,,,22,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
15064270860,"Jul 10, 2025, 1:57:24 AM",Evening Tennis,Workout,,3894,0,159,11,FALSE,,,activities/16083387711.fit.gz,,,3894,3894,0,0,0,0,0,0,0,0,0,,,,,159,120,,,455,,,11,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
15084377168,"Jul 12, 2025, 1:12:06 AM",Evening Run,Run,,1563,5.05,191,42,FALSE,,HOKA Mach 6 Mach 6 🚀,activities/16105502456.fit.gz,,,1563,1398,5051.9,4.96,3.614,48.8,59,86,109.2,9.2,-0.2,,,,,191,173,,249,321,,,42,,,,,,,,,247,1444,,,0,,1,5239.3,,,,,,,,,,,,,,,,23885952,,,,,,,,,,0,3.232,0,,,,4330,,,113,168,3.748,,,,,,,,
15093438014,"Jul 12, 2025, 6:56:12 PM",Lunch Tennis,Workout,"0-6, 5-6 (had to end match due to hike)

played like anisimova in set 1",5721,0,210,53,FALSE,,,activities/16115468164.fit.gz,,,5721,5721,0,0,0,0,0,0,0,0,0,,,,,210,146,,,1010,,,53,,,,,,,,,,,0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
15094586189,"Jul 12, 2025, 10:11:15 PM",Quarry Rock Hike,Hike,,6771,4.86,159,16,FALSE,,,activities/16116750848.fit.gz,,,6771,4345,4865.1,8.157,1.12,320.6,305.8,0,146,50,0.2,,,,,159,126,,,500,,,16,,,,,,,,,,,0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.719,4105.6,,,,6060,,,,,,,6060,,,,,,media/F51E7534-91DB-4219-8637-8EF491ADEF5F.jpg|media/54E0ED5C-F513-4E57-A13A-0E8EE5DA59A3.jpg
15095300608,"Jul 13, 2025, 1:25:44 AM",Evening Tennis,Workout,,2554,0,138,7,FALSE,,,activities/16117546265.fit.gz,,,2554,2554,0,0,0,0,0,0,0,0,0,,,,,138,118,,,280,,,7,,,,,,,,,,,0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,media/8A7DA2D0-1727-4F6C-86AC-F22BC9538371.jpg
15117539058,"Jul 15, 2025, 1:30:48 AM",Beach Volleyball,Football (Soccer),"first time playing volleyball in 7 years and i’m ass

labelling all strava volleyball as football",9311,0,146,23,FALSE,,,activities/16141948485.fit.gz,,,9311,9311,0,0,0,0,0,0,0,0,0,,,,,146,108,,,782,,,23,,,,,,,,,,,0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,media/F91FED01-9442-4CB2-8191-25001F065B17.jpg|media/E0EED743-5F7A-4CAE-B7C8-1D8BA906A642.jpg
15129039450,"Jul 15, 2025, 11:59:40 PM",Afternoon Tennis,Workout,,6520,0,165,24,FALSE,,,activities/16154461250.fit.gz,,,6520,6520,0,0,0,0,0,0,0,0,0,,,,,165,127,,,927,,,24,,,,,,,,,,,0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,media/247D7AE3-E18A-4B3F-AE40-E440BCC34599.jpg
15150956605,"Jul 18, 2025, 1:11:37 AM",Evening Run,Run,,1087,3.25,180,23,FALSE,,HOKA Mach 6 Mach 6 🚀,activities/16178465800.fit.gz,,,1087,1024,3256.1,5.26,3.18,35.8,40.4,82,96.4,20.2,-0.1,,,,,180,167,,225,274,,,23,,,,,,,,,225,1050,,,0,,1,3377,,,,,,,,,,,,,,,,23885952,,,,,,,,,,0,2.995,0,,,,2980,,,68,153,3.298,,,,,,,,
15150956776,"Jul 18, 2025, 2:25:20 AM",Evening Tennis,Workout,forgot to record first 15mins,4744,0,171,30,FALSE,,,activities/16178465982.fit.gz,,,4744,4744,0,0,0,0,0,0,0,0,0,,,,,171,132,,,680,,,30,,,,,,,,,,,0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
15160988465,"Jul 19, 2025, 1:39:56 AM",Evening Tennis,Workout,,6818,0,154,19,FALSE,,,activities/16189524583.fit.gz,,,6818,6818,0,0,0,0,0,0,0,0,0,,,,,154,116,,,763,,,19,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,
15182725207,"Jul 21, 2025, 1:35:47 AM",Evening Workout,Workout,,5621,3.07,159,10,FALSE,,,activities/16213429888.fit.gz,,,5621,4119,3073.4,9.618,0.746,100,100,1,22.8,41.1,0,,,,,159,107,,,668,,,10,,,,,,,,,,,0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.547,0,,,,,0,,,,,,,,,,,,media/45AB584D-7DB4-4C3C-8E5A-4E50A6B760C2.mp4
15182725233,"Jul 20, 2025, 1:11:35 AM",Evening Tennis,Workout,,1586,0,132,3,FALSE,,,activities/16213429922.fit.gz,,,1586,1586,0,0,0,0,0,0,0,0,0,,,,,132,105,,,135,,,3,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,
